[-0.60201334 -0.50285815 -0.31135277  0.53644485],[ 0.64014838 -0.31616106  0.39380837  0.57893627],[0.43954581 0.11427629 0.19586174 0.86912519],[-0.29881237 -0.7449825   0.25344099  0.53988879],[-0.33934504  0.04814331 -0.13195696  0.93011533],[-2.31634520e-01 -3.12200355e-08  6.55550256e-09  9.72802883e-01],[ 0.00162797 -0.01078593  0.14923577  0.98874147],[-0.27479797 -0.09810887 -0.25436996  0.92203939],[-0.10437041 -0.00718651  0.06831527  0.99216339],[-6.98302158e-02  6.35279662e-09 -5.35606443e-08  9.97558891e-01],[ 1.84720239e-09  5.77617200e-10 -4.73188700e-10  1.00000000e+00],[-0.21373047  0.04254846 -0.16008403  0.96274712],[-0.1082831  -0.00838174  0.07671906  0.99111992],[-7.25000506e-02 -7.40858270e-09  5.96873505e-08  9.97368409e-01],[-0.02281755  0.02156312 -0.14976099  0.98822368],[-0.19923353  0.0800026  -0.05414757  0.97517876],[-7.77311135e-02  9.07814460e-04 -1.16428870e-02  9.96905960e-01],[-5.18591669e-02  1.10430182e-08 -1.65238501e-07  9.98654408e-01],[-0.04721578  0.04159608 -0.29730417  0.95270702],[-0.30672683  0.10881425  0.16353746  0.93130747],[-5.04651958e-04  2.51552440e-05 -4.97191429e-02  9.98763111e-01],[-3.36873646e-04 -2.32000987e-09 -7.07043260e-08  9.99999943e-01]
[-0.60193459 -0.50292329 -0.31126309  0.53652419],[ 0.64039605 -0.31568862  0.39367604  0.57901016],[0.43958715 0.11399738 0.1960014  0.86910942],[-0.3006038  -0.74550051  0.25055964  0.53952405],[-0.33629756  0.04748614 -0.13150494  0.93131921],[-2.29473899e-01  1.03562391e-08 -5.97836448e-09  9.73314815e-01],[ 0.00162797 -0.01078592  0.14923577  0.98874147],[-0.27589476 -0.09889045 -0.25762065  0.92072491],[-0.103354   -0.00741602  0.07118353  0.99206646],[-6.91625780e-02  1.46502325e-08 -6.76379463e-09  9.97605402e-01],[-2.74988254e-09 -1.07990594e-09 -6.90828450e-10  1.00000000e+00],[-0.21445528  0.04233243 -0.16186804  0.96229706],[-0.10830149 -0.00854721  0.07820996  0.99099997],[-7.25209582e-02 -8.68734463e-10  1.76344787e-09  9.97366889e-01],[-0.02281756  0.02156312 -0.14976098  0.98822368],[-0.19963067  0.07952267 -0.05615936  0.97502301],[-7.81004039e-02  7.89923881e-04 -1.00827670e-02  9.96894197e-01],[-5.21049906e-02  1.80057873e-08 -1.60628902e-07  9.98641612e-01],[-0.04721578  0.04159608 -0.29730417  0.95270702],[-0.30781002  0.10806192  0.16096109  0.93148652],[-4.70735930e-04  2.25354493e-05 -4.74442494e-02  9.98873776e-01],[-3.14166831e-04 -9.10089258e-09 -1.24388101e-07  9.99999951e-01]
[-0.60187496 -0.50296431 -0.31116134  0.53661164],[ 0.64072729 -0.31525552  0.39353766  0.57897376],[0.43923228 0.1139428  0.19622034 0.86924658],[-0.29778661 -0.74555272  0.25259367  0.54006548],[-0.33954013  0.04765544 -0.1305655   0.93026561],[-2.31721398e-01 -5.45394696e-09  6.08298740e-10  9.72782192e-01],[ 0.00162798 -0.01078592  0.14923577  0.98874147],[-0.27738441 -0.09860744 -0.25593453  0.92077792],[-0.10254807 -0.00720325  0.06969823  0.99225711],[-6.86146457e-02 -1.10238034e-08  2.76754957e-08  9.97643238e-01],[ 3.13579074e-09  1.38845600e-09 -1.90114700e-10  1.00000000e+00],[-0.21374913  0.04219775 -0.16303197  0.9622636 ],[-0.10895884 -0.0086694   0.07884046  0.99087688],[-7.29660317e-02 -2.34144854e-09  1.24507086e-08  9.97334426e-01],[-0.02281756  0.02156312 -0.14976099  0.98822368],[-0.20007983  0.07994263 -0.05553005  0.97493264],[-7.79613797e-02  8.39138340e-04 -1.07301028e-02  9.96898282e-01],[-5.20124599e-02 -4.39151825e-09  6.52158499e-08  9.98646436e-01],[-0.04721578  0.04159609 -0.29730416  0.95270702],[-0.30778143  0.10827245  0.16203346  0.93128558],[-4.89072105e-04  2.40367839e-05 -4.89297538e-02  9.98802102e-01],[-3.26446002e-04  1.48581077e-08 -7.76105805e-08  9.99999947e-01]
[-0.60182813 -0.50299454 -0.31107351  0.53668674],[ 0.64101447 -0.31488843  0.39343014  0.57892871],[0.4390437  0.11383635 0.19643282 0.86930781],[-0.2966952  -0.74526669  0.25324201  0.54075688],[-0.34020262  0.04773014 -0.13048299  0.93003129],[-2.32184711e-01 -1.26008521e-08 -1.90158256e-08  9.72671712e-01],[ 0.00162797 -0.01078592  0.14923578  0.98874147],[-0.2762286  -0.09830996 -0.2560678   0.92112008],[-0.1035084  -0.00727762  0.06975782  0.99215266],[-6.92590852e-02 -7.34448773e-09  1.94012501e-08  9.97598706e-01],[ 1.73801095e-09  1.07484982e-09 -6.39335838e-10  1.00000000e+00],[-0.21428732  0.04268397 -0.16301971  0.96212452],[-0.10839796 -0.00859804  0.07860218  0.99095795],[-7.25879939e-02  8.05783373e-10 -1.14277127e-09  9.97362012e-01],[-0.02281756  0.02156312 -0.14976099  0.98822368],[-0.19916394  0.08022848 -0.05511937  0.97511998],[-7.84554939e-02  8.81768606e-04 -1.12038609e-02  9.96854268e-01],[-5.23428139e-02  7.51326357e-09 -5.10476539e-08  9.98629175e-01],[-0.04721578  0.04159608 -0.29730417  0.95270702],[-0.30728919  0.10873442  0.16430819  0.9309957 ],[-5.34895715e-04  2.74010901e-05 -5.12162918e-02  9.98687441e-01],[-3.57076561e-04  7.18240399e-09  2.85270882e-08  9.99999936e-01]
[-0.60172809 -0.5030779  -0.31096224  0.53678526],[ 0.6414066  -0.31442328  0.39311999  0.57895789],[0.43870445 0.11351623 0.19623685 0.86956516],[-0.29972375 -0.74536183  0.25152053  0.53975813],[-0.33715441  0.04761717 -0.13148835  0.931005  ],[-2.30075972e-01  1.86913539e-08  1.47175669e-08  9.73172671e-01],[ 0.00162798 -0.01078592  0.14923577  0.98874147],[-0.27507124 -0.09801204 -0.25452892  0.92192434],[-0.10483972 -0.00726547  0.06875207  0.99208316],[-7.01471198e-02 -2.17993300e-09 -1.51989479e-08  9.97536657e-01],[-1.33913391e-09 -1.18500876e-10 -3.91600974e-10  1.00000000e+00],[-0.2144364   0.04251758 -0.16373831  0.96197664],[-0.1085372  -0.00866762  0.07913215  0.99089992],[-7.26845951e-02 -4.74465590e-09  3.79007874e-08  9.97354977e-01],[-0.02281756  0.02156312 -0.14976097  0.98822368],[-0.19978546  0.0806643  -0.05211855  0.97512189],[-0.07819099  0.00107294 -0.01367867  0.99684398],[-5.21677267e-02 -6.74267425e-09  1.00923576e-07  9.98638337e-01],[-0.04721578  0.04159608 -0.29730417  0.95270702],[-0.30778029  0.10811567  0.16234026  0.93125074],[-5.04466052e-04  2.49989076e-05 -4.94271153e-02  9.98777605e-01],[-3.36731201e-04  5.72670965e-09  4.58014985e-08  9.99999943e-01]
[-0.6014142  -0.50337731 -0.31076695  0.53696941],[ 0.64189801 -0.31318124  0.39245744  0.57953568],[0.43792681 0.11346559 0.19649879 0.86990453],[-0.29641447 -0.74529762  0.25381569  0.54059922],[-0.34082705  0.04770254 -0.13014292  0.92985172],[-2.32612045e-01  4.83531602e-09  3.43136702e-08  9.72569605e-01],[ 0.00162798 -0.01078592  0.14923575  0.98874147],[-0.2746355  -0.09895462 -0.25738204  0.92116112],[-0.1052112  -0.00754934  0.07117034  0.99187116],[-7.04085115e-02 -5.93504286e-09 -1.47798449e-08  9.97518241e-01],[ 3.22856919e-09  1.68828618e-09 -1.45703977e-10  1.00000000e+00],[-0.21673623  0.04319336 -0.16169633  0.9617765 ],[-0.107723   -0.0084023   0.07730763  0.99113505],[-7.21273964e-02 -5.72983916e-10 -1.02455523e-08  9.97395427e-01],[-0.02281756  0.02156312 -0.149761    0.98822368],[-0.20125887  0.08024711 -0.05394049  0.97475417],[-7.80449027e-02  9.20956796e-04 -1.17641030e-02  9.96880008e-01],[-5.20688651e-02  1.61491406e-08 -1.66270616e-07  9.98643497e-01],[-0.04721578  0.04159609 -0.29730417  0.95270702],[-0.30884248  0.10864198  0.16349344  0.93063588],[-5.23045363e-04  2.63684323e-05 -5.03533409e-02  9.98731329e-01],[-3.49166745e-04 -5.25362399e-09  2.59742200e-08  9.99999939e-01]
[-0.6014142  -0.50337731 -0.31076695  0.53696941],[ 0.64189801 -0.31318124  0.39245744  0.57953568],[0.43792681 0.11346559 0.19649879 0.86990453],[-0.29641447 -0.74529762  0.25381569  0.54059922],[-0.34082705  0.04770254 -0.13014292  0.92985172],[-2.32612045e-01  4.83531602e-09  3.43136702e-08  9.72569605e-01],[ 0.00162798 -0.01078592  0.14923575  0.98874147],[-0.2746355  -0.09895462 -0.25738204  0.92116112],[-0.1052112  -0.00754934  0.07117034  0.99187116],[-7.04085115e-02 -5.93504286e-09 -1.47798449e-08  9.97518241e-01],[ 3.22856919e-09  1.68828618e-09 -1.45703977e-10  1.00000000e+00],[-0.21673623  0.04319336 -0.16169633  0.9617765 ],[-0.107723   -0.0084023   0.07730763  0.99113505],[-7.21273964e-02 -5.72983916e-10 -1.02455523e-08  9.97395427e-01],[-0.02281756  0.02156312 -0.149761    0.98822368],[-0.20125887  0.08024711 -0.05394049  0.97475417],[-7.80449027e-02  9.20956796e-04 -1.17641030e-02  9.96880008e-01],[-5.20688651e-02  1.61491406e-08 -1.66270616e-07  9.98643497e-01],[-0.04721578  0.04159609 -0.29730417  0.95270702],[-0.30884248  0.10864198  0.16349344  0.93063588],[-5.23045363e-04  2.63684323e-05 -5.03533409e-02  9.98731329e-01],[-3.49166745e-04 -5.25362399e-09  2.59742200e-08  9.99999939e-01]
[-0.60126146 -0.50351472 -0.31063855  0.53708591],[ 0.64224054 -0.31244648  0.39215784  0.57975557],[0.43745506 0.11333208 0.19649936 0.87015913],[-0.29760839 -0.74525378  0.25264677  0.54055126],[-0.33917567  0.04757876 -0.13051587  0.93040944],[-2.31463099e-01 -2.50833511e-09  2.77256994e-09  9.72843684e-01],[ 0.00162797 -0.01078592  0.14923577  0.98874147],[-0.27525462 -0.09774851 -0.25541574  0.92165228],[-0.10492549 -0.00729488  0.06897121  0.99205867],[-7.02058087e-02 -1.36908508e-08 -2.67619877e-09  9.97532528e-01],[-1.11406251e-09  3.37975148e-10 -1.95037680e-10  1.00000000e+00],[-0.21812236  0.04378545 -0.16140127  0.96148588],[-0.10771874 -0.00837457  0.07705732  0.99115524],[-7.21230431e-02  4.42407685e-09 -2.64665794e-08  9.97395742e-01],[-0.02281756  0.02156312 -0.14976099  0.98822368],[-0.20213584  0.08077764 -0.05322274  0.97456832],[-7.79173560e-02  9.56323875e-04 -1.22348225e-02  9.96884286e-01],[-5.19839254e-02  3.04428250e-08 -3.70929476e-07  9.98647922e-01],[-0.04721578  0.04159608 -0.29730417  0.95270702],[-0.30928325  0.10835576  0.16173559  0.93083001],[-4.93788275e-04  2.42084942e-05 -4.88116496e-02  9.98807879e-01],[-3.29597128e-04  1.01591980e-08  2.51476801e-09  9.99999946e-01]
[-0.60120742 -0.50356107 -0.31058459  0.53713416],[ 0.64241049 -0.31218562  0.39202194  0.5797997 ],[0.43739266 0.11322747 0.1965644  0.87018943],[-0.29953338 -0.74542644  0.25106741  0.5399855 ],[-0.33712392  0.04762034 -0.13151045  0.93101277],[-2.30055317e-01 -2.76895911e-08  4.57679762e-08  9.73177554e-01],[ 0.00162797 -0.01078592  0.14923577  0.98874147],[-0.2765847  -0.0972659  -0.25666324  0.92095832],[-0.10404814 -0.00731503  0.06974774  0.99209663],[-6.96210936e-02 -7.00527482e-09  5.27730651e-08  9.97573508e-01],[-1.12114900e-09  4.26245927e-10 -2.03739331e-10  1.00000000e+00],[-0.21847055  0.04330882 -0.16302041  0.9611552 ],[-0.10817858 -0.0085638   0.07845038  0.99099424],[-7.24398037e-02 -5.64900392e-09  4.56244394e-08  9.97372786e-01],[-0.02281756  0.02156312 -0.14976099  0.98822368],[-0.20267082  0.08055081 -0.05496017  0.97437954],[-7.81751867e-02  8.38757150e-04 -1.06961937e-02  9.96881903e-01],[-5.21553167e-02  3.57840757e-08 -4.80359941e-07  9.98638985e-01],[-0.04721578  0.04159608 -0.29730417  0.95270702],[-0.31032235  0.10796216  0.16141248  0.93058596],[-4.87457115e-04  2.37417558e-05 -4.85151996e-02  9.98822325e-01],[-3.25356379e-04 -1.21035956e-08  2.05663401e-08  9.99999947e-01]
[-0.60111466 -0.50364272 -0.31049959  0.53721056],[ 0.64263409 -0.31170216  0.39185509  0.57992481],[0.43748023 0.11305362 0.19669625 0.87013822],[-0.29708965 -0.74518355  0.25306903  0.54073587],[-0.33974086  0.04763433 -0.13042293  0.93021341],[-2.31857564e-01 -1.30476960e-08  2.48057498e-08  9.72749747e-01],[ 0.00162797 -0.01078593  0.14923579  0.98874147],[-0.27406005 -0.09813861 -0.25951884  0.92082022],[-0.10601683 -0.00766256  0.07168001  0.9917478 ],[-7.09516568e-02 -2.32878272e-08  8.40859315e-08  9.97479755e-01],[0. 0. 0. 1.],[-0.21734467  0.04362708 -0.16258785  0.96146927],[-0.10924033 -0.00858443  0.07787012  0.99092336],[-7.31493548e-02 -8.53018839e-09  7.44166547e-08  9.97320997e-01],[-0.02281756  0.02156312 -0.14976098  0.98822368],[-0.20174919  0.08045725 -0.05573493  0.97453451],[-7.89178323e-02  8.26398424e-04 -1.04384203e-02  9.96826129e-01],[-5.26512839e-02 -3.70077198e-09 -2.50723556e-08  9.98612959e-01],[-0.04721578  0.04159609 -0.29730417  0.95270702],[-0.31045401  0.10811187  0.16213877  0.93039838],[-4.98668043e-04  2.46117872e-05 -4.93749995e-02  9.98780186e-01],[-3.32840729e-04 -5.31628934e-09 -7.34806559e-09  9.99999945e-01]
